area,baths,beds,latitude,link,longitude,others,postdate,postid,price,title
,1Ba,1BR,41.762000,https://chicago.craigslist.org/chc/apa/d/chicago-remodeled-walk-to-the-train/6823266687.html,-87.570300,,Feb 26,6823266687,$825,REMODELED!! WALK TO THE TRAIN!! LAUNDRY ON-SITE!!
,1Ba,1BR,41.762000,https://chicago.craigslist.org/chc/apa/d/chicago-south-shore-high-rise-all/6823260179.html,-87.570300,,Feb 26,6823260179,$900,SOUTH SHORE HIGH RISE!! ALL UTILITIES INCLUDED!!
,1Ba,2BR,41.992031,https://chicago.craigslist.org/chc/apa/d/chicago-huge-2-bedroom-available-april/6828558506.html,-87.681357,,Feb 26,6828558506,$1250,HUGE 2 Bedroom!  Available April!  Heat included!  Call Now!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-large-1-bed-walk-to/6825006684.html,-87.668900,,Feb 26,6825006684,$1100,Gorgeous Large 1 Bed!! Walk to the Red-line!! Everything Brand New!!
,1Ba,1BR,41.997200,https://chicago.craigslist.org/chc/apa/d/chicago-arcadia-terrace-1st-floor-condo/6823277904.html,-87.716600,,Feb 26,6823277904,$1195,"Arcadia Terrace 1st floor Condo rental. Heat, parking & free laundry!"
,1Ba,1BR,42.008600,https://chicago.craigslist.org/chc/apa/d/chicago-howard-western-massive-1-bed/6825015842.html,-87.694700,,Feb 26,6825015842,$1150,Howard & Western Massive 1 bed W/ Formal Dining Room!
,1Ba,1BR,42.030200,https://chicago.craigslist.org/chc/apa/d/evanston-updated-garden-1br-in-evanston/6825012328.html,-87.686500,,Feb 26,6825012328,$1200,"Updated, garden 1BR in Evanston! Heat Included, Dining Room-No Deposit"
,1Ba,1BR,41.762000,https://chicago.craigslist.org/chc/apa/d/chicago-available-now-live-near-the/6823258262.html,-87.570300,,Feb 26,6823258262,$825,AVAILABLE NOW!! LIVE NEAR THE LAKE!! WALK TO THE TRAIN!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-make-this-your-new-home-enjoy/6825007793.html,-87.668900,,Feb 26,6825007793,$1100,Make this Your New Home!! Enjoy Walks to the Beach!! Everything New!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-granite-and-stainless-complete/6824999566.html,-87.668900,,Feb 26,6824999566,$1100,Granite and Stainless!! Complete Remodel!! Walk to The Lake!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-looking-for-large-one-bed-with/6824997926.html,-87.668900,,Feb 26,6824997926,$1100,Looking for a large one bed with great closets?
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-huge-studio-only-pay-electric/6824983558.html,-87.668900,,Feb 26,6824983558,$950,"Huge Studio! Only pay electric, cable & internet."
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-upgraded-studio-heat/6824982579.html,-87.668900,,Feb 26,6824982579,$950,"Beautiful Upgraded Studio. Heat, water, & cooking gas included!"
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-dont-miss-this-9th-floor-beauty/6815249741.html,-87.662400,,Feb 26,6815249741,$1425,DON'T MISS THIS 9TH FLOOR BEAUTY!!
,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-large-studio-walk-to-the-red/6815242266.html,-87.662900,,Feb 26,6815242266,$1015,LARGE STUDIO!! WALK TO THE RED-LINE!!
,1Ba,2BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-lovely-mid-rise-building-pet/6815249942.html,-87.662400,,Feb 26,6815249942,$1850,LOVELY MID-RISE BUILDING!! PET FRIENDLY!!
,1Ba,3BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-move-in-special-no-move-in-fee/6815243411.html,-87.662900,,Feb 26,6815243411,$2100,MOVE IN SPECIAL!!  NO MOVE IN FEE!  Heat included!
,1Ba,2BR,42.046700,https://chicago.craigslist.org/chc/apa/d/des-plaines-1653-oakwood-heat-water-and/6815240689.html,-87.885900,,Feb 26,6815240689,$1300,"1653 oakwood, heat/water and parking included."
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-studio-in-uptown-walk/6815234499.html,-87.662400,,Feb 26,6815234499,$850,Top Floor Studio in Uptown! Walk in Closet- Red Line Nearby-No Deposit
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-argyle-sheridan-studio-1-month/6815233823.html,-87.662400,,Feb 26,6815233823,$850,Argyle/Sheridan Studio! 1 month FREE! No Deposit- Walk to Red Line
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-modern-studio-in-uptown-walk-in/6815233276.html,-87.662400,,Feb 26,6815233276,$895,Modern Studio in Uptown! Walk in Closet- No Deposit- Walk to Red Line
,1Ba,2BR,42.008600,https://chicago.craigslist.org/chc/apa/d/chicago-touhy-western-heat-water-gas/6815236314.html,-87.694700,,Feb 26,6815236314,$1100,"Touhy & Western. Heat, water, & gas included. No deposit"
,2Ba,3BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-3-bed-2-bath-in/6808365958.html,-87.668900,,Feb 26,6808365958,$1800,Beautiful 3 Bed/ 2 Bath In Rogers Park!!
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-rehabbed-1-beds-with/6815231607.html,-87.662400,,Feb 26,6815231607,$1495,BRAND NEW REHABBED 1 BEDS WITH HEAT INCLUDED. NO DEPOSIT
,2Ba,2BR,41.903300,https://chicago.craigslist.org/chc/apa/d/chicago-2-bd-2-bath-parking-for-rent/6808365990.html,-87.633600,,Feb 26,6808365990,$2580,"2 Bd, 2 Bath, Parking For Rent"
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-newly-rehab-studio-in-buena/6808392338.html,-87.657500,,Feb 26,6808392338,$995,Newly Rehab Studio in Buena Park! - NEVER LIVED IN
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-1-bedroom-1-bathroom/6808392209.html,-87.704300,,Feb 26,6808392209,$1200,GORGEOUS 1 BEDROOM 1 BATHROOM
,1Ba,1BR,41.939900,https://chicago.craigslist.org/chc/apa/d/chicago-renovated-1-bedroom-with-ss/6808337018.html,-87.652800,,Feb 26,6808337018,$1525,RENOVATED 1 BEDROOM WITH SS APPLIANCES. PET FRIENDLY
,2Ba,4BR,41.939900,https://chicago.craigslist.org/chc/apa/d/chicago-wrigleyville-duplex-central-ac/6808365905.html,-87.652800,,Feb 26,6808365905,$3295,Wrigleyville Duplex. Central AC and Gas Heat. 1 Parking included.
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-all-utilities-inclded-live-on/6808366015.html,-87.668900,,Feb 26,6808366015,$1450,All Utilities Inclded! Live On A Private Beach! Direct Lakeviews!
,1Ba,1BR,41.939900,https://chicago.craigslist.org/chc/apa/d/chicago-1-bd-parking-for-rent/6808404742.html,-87.652800,,Feb 26,6808404742,$1450,"1 Bd, Parking For Rent"
,2Ba,3BR,41.922900,https://chicago.craigslist.org/chc/apa/d/chicago-modern-3br-2bath-in-old-town/6808340215.html,-87.648300,,Feb 26,6808340215,$2695,"Modern 3BR 2Bath in Old Town- Close to Brown, Purple & Red Line!"
,3Ba,3BR,41.884500,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-3-bed-3-bath/6828558785.html,-87.621630,,Feb 26,6828558785,$4000,LAKESHORE EAST 3 BED 3 BATH - MODERN - VIEWS - INDOOR POOL & MORE
,1Ba,1BR,41.903112,https://chicago.craigslist.org/chc/apa/d/chicago-lk-brilliant-downtown-one/6828550245.html,-87.633025,,Feb 26,6828550245,$1795,L@@K ~ Brilliant Downtown One Bedroom ~ Amazing Light ~ Pool
,1Ba,2BR,41.971845,https://chicago.craigslist.org/chc/apa/d/chicago-live-in-logan-square-laundry-in/6808404791.html,-87.635279,,Feb 26,6808404791,$2095,LIVE IN LOGAN SQUARE!! LAUNDRY IN-UNIT!! DINING AND LIVING ROOM!!
,1Ba,2BR,41.936532,https://chicago.craigslist.org/chc/apa/d/chicago-543-wellington-in-lakeview-2bd/6828558801.html,-87.644554,,Feb 26,6828558801,$1890,"543 W Wellington in Lakeview-2bd Free Heat,HDWD,Laundry"
,1Ba,2BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-building-parking/6808417846.html,-87.662900,,Feb 26,6808417846,$2500,"BRAND NEW BUILDING, PARKING, PRIVATE BALCONY, PET FRIENDLY"
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-lawrence-beacon-studio-only-pay/6813581618.html,-87.662400,,Feb 26,6813581618,$795,"Lawrence & Beacon Studio. Only pay electric, cable/internet."
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-ground-level-with-heat-water/6808465125.html,-87.662400,,Feb 26,6808465125,$895,"GROUND LEVEL WITH HEAT, WATER, GAS, AND ELECTRIC INCLUDED!"
,1Ba,0BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-studio-heat-and-gas/6808441151.html,-87.662400,,Feb 26,6808441151,$850,UPTOWN STUDIO- HEAT AND GAS INCLD- WALK TO RED LINE
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-massive-english-garden-upgraded/6813581598.html,-87.662400,,Feb 26,6813581598,$995,Massive English Garden. Upgraded Kitchen. No Deposit.
500,1Ba,1BR,41.896632,https://chicago.craigslist.org/chc/apa/d/chicago-below-market-river-north-1bd/6823539178.html,-87.631705,"available mar 10,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no parking",Feb 26,6823539178,$1700,Below market River North 1bd/1ba with great amenities.
,1Ba,2BR,42.008600,https://chicago.craigslist.org/chc/apa/d/chicago-in-unit-laundry-pet-friendly/6813584461.html,-87.694700,,Feb 26,6813584461,$1495,IN-UNIT LAUNDRY!! PET FRIENDLY!! WESTERN AND FITCH!!
570,1Ba,0BR,41.881400,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-studios-in-loaded/6813581655.html,-87.643000,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6813581655,$1530,West Loop Studios in loaded amenity building. No Deposit.
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-buena-park-studio-walk-to-the/6812164167.html,-87.657500,,Feb 26,6812164167,$895,BUENA PARK STUDIO!! WALK TO THE RED-LINE!! CAT OK!!
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-studio-laundry-in-building/6812163845.html,-87.668900,,Feb 26,6812163845,$925,"Studio, Laundry in Building, Stainless Steel Appliance(s)"
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-walk-to-the-red/6814824850.html,-87.668900,,Feb 26,6814824850,$925,PET FRIENDLY!! WALK TO THE RED-LINE!!
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-walk-to-the-park/6814807489.html,-87.668900,,Feb 26,6814807489,$1025,"PET FRIENDLY!! WALK TO THE PARK, RED-LINE AND MORE!!"
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-buena-park-studio-walk-to-the/6814817120.html,-87.657500,,Feb 26,6814817120,$950,BUENA PARK STUDIO!! WALK TO THE RED-LINE!! DOG OK!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-live-in-rogers-park-jarvis/6814806338.html,-87.668900,,Feb 26,6814806338,$1195,LIVE IN ROGERS PARK!! JARVIS SQUARE!!
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-pay-rent-on-line-pet-friendly/6814822073.html,-87.668900,,Feb 26,6814822073,$860,PAY RENT ON-LINE!! PET FRIENDLY!!
1124,1Ba,3BR,41.802024,https://chicago.craigslist.org/chc/apa/d/chicago-3br-house-for-rentgarfield/6823003188.html,-87.752674,"available mar 1,house,w/d in unit,no smoking,detached garage",Feb 26,6823003188,$1750,3BR house for rent**Garfield Ridge**2 car garage**laundry**avail 3/1
,1Ba,1BR,41.922900,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-in-lakeveiw-parking/6813807041.html,-87.648300,,Feb 26,6813807041,$1430,"1 bedroom in lakeveiw, parking and elevator available"
1400,2Ba,3BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-condo-qualityhigh-riselake/6812164066.html,-87.657500,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6812164066,$2250,CONDO QUALITY+HIGH RISE+LAKE VIEWS+HEAT AND WATER INCLUDED!!
,2Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-7064-clark-parking-and-bike/6813799716.html,-87.668900,,Feb 26,6813799716,$1650,"7064 N Clark, Parking and bike storage available., SS appliances, w/d"
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-heat-and-water-included-lovely/6813984208.html,-87.662900,,Feb 26,6813984208,$1050,HEAT AND WATER INCLUDED!! LOVELY EDGEWATER LOCATION!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1-bd/6813807106.html,-87.668900,,Feb 26,6813807106,$850,1 Bd
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-newly-rehab-studio-in-buena/6813997364.html,-87.657500,,Feb 26,6813997364,$995,Newly Rehab Studio in Buena Park! - NEVER LIVED IN
625,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-wow-move-in-special-call-to-get/6814005921.html,-87.662900,"dogs are OK - wooof,apartment",Feb 26,6814005921,$1450,WOW!  MOVE IN SPECIAL!  CALL TO GET MORE INFO!!!  HEAT INCLD!
,,,41.941298,https://chicago.craigslist.org/chc/apa/d/chicago-1135-newly-remodeled-lakeview/6828559195.html,-87.641502,,Feb 26,6828559195,$1135,$1135 NEWLY REMODELED Lakeview East Studio
,1Ba,1BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-620-addison-super-affordable-1/6813997342.html,-87.657500,,Feb 26,6813997342,$965,"620 W Addison, Super affordable 1 bed with heat and water included."
675,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-massive-1-bed-pet-friendly-no/6814001414.html,-87.662900,"dogs are OK - wooof,apartment,laundry in bldg",Feb 26,6814001414,$1350,MASSIVE 1 Bed!  Pet friendly!  NO MOVE IN FEE!!  Heat incld
400,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-large-updated-studio-super/6814011592.html,-87.662900,apartment,Feb 26,6814011592,$1050,"Large, updated Studio!  Super Close to Red line & Beach!  Heat incld"
800,1Ba,2BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-is-all-can-say-move-in/6814006307.html,-87.662900,"dogs are OK - wooof,apartment,laundry in bldg",Feb 26,6814006307,$1750,AMAZING IS ALL I CAN SAY!  MOVE IN SPECIAL!  ACT NOW!
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-buena-park-heat-water-gas/6821916178.html,-87.657500,,Feb 26,6821916178,$875,"BUENA PARK. HEAT, WATER, & GAS INCLUDED. CATS OK"
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-in-unit-laundry-newly-remodeled/6821912587.html,-87.668900,,Feb 26,6821912587,$1450,IN-UNIT LAUNDRY!! NEWLY REMODELED!! STAINLESS STEEL APPLIANCES!!!
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-in-unit-laundry-newly-remodeled/6821909510.html,-87.668900,,Feb 26,6821909510,$1400,IN-UNIT LAUNDRY!! NEWLY REMODELED!! STAINLESS STEEL APPLIANCES!!!
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-10th-floor-upgraded-1-bed-with/6821919036.html,-87.662900,,Feb 26,6821919036,$1245,10TH FLOOR UPGRADED 1 BED WITH WEST VIEWS. NO DEPOSIT
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-massive-corner-unit-with-an/6821916686.html,-87.662900,,Feb 26,6821916686,$1495,Massive corner unit with an amazing view of the Lake & beach!
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-in-unit-laundry-newly-remodeled/6821915798.html,-87.668900,,Feb 26,6821915798,$1450,IN-UNIT LAUNDRY!! NEWLY REMODELED!! STAINLESS STEEL APPLIANCES!!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1br-in-rogers-park-pets-ok-wood/6821922974.html,-87.668900,,Feb 26,6821922974,$950,1BR IN ROGERS PARK! PETS OK- WOOD FLOORS-HEAT INCLD
,1Ba,1BR,42.054600,https://chicago.craigslist.org/chc/apa/d/evanston-vintage-1br-on-elmwood/6821919364.html,-87.694300,,Feb 26,6821919364,$1075,Vintage 1BR on Elmwood/Dempster- Heat Included
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-unobstructed-view-of-the-beach/6821917417.html,-87.662900,,Feb 26,6821917417,$1495,Unobstructed View of the beach!  Heat & basic cable included!
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-11th-floor-with-east-lake-views/6821925028.html,-87.662900,,Feb 26,6821925028,$1195,11th Floor With East Lake Views of Hollywood Beach
,2Ba,3BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-massive-duplex-3bed-2bath-heat/6821922969.html,-87.668900,,Feb 26,6821922969,$1650,MASSIVE DUPLEX 3BED/2BATH!! HEAT AND WATER INCLUDED!!
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1608-sherwin-pet-friendly/6821925021.html,-87.668900,,Feb 26,6821925021,$1550,"1608 W Sherwin, Pet friendly,  MOVING SPECIAL!!!!  Utilities included"
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1608-sherwin-moving-special/6821922977.html,-87.668900,,Feb 26,6821922977,$1300,"1608 W Sherwin, MOVING SPECIAL!! UTILITIES INCLUDED"
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1200-pratt-duplex-renovated/6821922967.html,-87.668900,,Feb 26,6821922967,$1500,"1200 Pratt, Duplex, Renovated, Management on site"
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-laundry-on-site-hardwood-floors/6821925009.html,-87.662900,,Feb 26,6821925009,$1020,LAUNDRY ON-SITE!! HARDWOOD FLOORS!! HEAT INCLUDED!!
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-2779-milwaukee-pet-friendly/6821922987.html,-87.704300,,Feb 26,6821922987,$995,"2779 N Milwaukee, pet friendly."
,1Ba,1BR,42.054600,https://chicago.craigslist.org/chc/apa/d/evanston-brand-new-modern-kitchen-large/6821920413.html,-87.694300,,Feb 26,6821920413,$1150,"Brand new, modern kitchen! Large Evanston 1BR- Heat Included!"
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-1544-glenlake-ss-appliances/6822062206.html,-87.662900,,Feb 26,6822062206,$1375,"1544 Glenlake, ss appliances, garage parking, pet friendly"
,1Ba,0BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-2779-milwaukee-pet-friendly/6821925023.html,-87.704300,,Feb 26,6821925023,$995,"2779 N Milwaukee, pet friendly."
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-940-winona-renovated-building/6822250959.html,-87.662400,,Feb 26,6822250959,$1600,"940 winona, renovated building, brand new units, fitness, elevator"
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-1-bed-gr-ss-d/6828538869.html,-87.620552,,Feb 26,6828538869,$2388,"LAKESHORE EAST 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
1212,3Ba,4BR,41.946300,https://chicago.craigslist.org/chc/apa/d/chicago-chicago-4-bed-house-oconto-ave/6823694888.html,-87.806100,"available feb 20,cats are OK - purrr,dogs are OK - wooof,house,w/d in unit,attached garage,wheelchair accessible",Feb 26,6823694888,$1000,Chicago 4 Bed House @ N Oconto Ave! - Available 02/19!
,,,41.941298,https://chicago.craigslist.org/chc/apa/d/chicago-1135-newly-remodeled-lakeview/6822763603.html,-87.641502,,Feb 26,6822763603,$1135,$1135 NEWLY REMODELED Lakeview East Studio
1212,3Ba,4BR,41.946300,https://chicago.craigslist.org/chc/apa/d/chicago-chicago-4-bed-house-oconto-ave/6823695160.html,-87.806100,"available feb 20,cats are OK - purrr,dogs are OK - wooof,house,w/d in unit,attached garage,wheelchair accessible",Feb 26,6823695160,$1000,Chicago 4 Bed House @ N Oconto Ave! - Available 02/19!
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-rogers-park-2br-walk-to-lake/6808365892.html,-87.668900,,Feb 26,6808365892,$1100,Rogers Park 2BR- Walk to Lake- Heat Included- Hardwood Flooring
,1Ba,1BR,41.939900,https://chicago.craigslist.org/chc/apa/d/chicago-great-east-lakview-apartment/6808340384.html,-87.652800,,Feb 26,6808340384,$1295,GREAT EAST LAKVIEW APARTMENT!! HEAT AND COOKING GAS INCLUDED!!
,1Ba,1BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-walk-to-sheridan-red-line-stop/6808409974.html,-87.657500,,Feb 26,6808409974,$1242,WALK TO SHERIDAN RED-LINE STOP!!! ASK ABOUT CONCESSIONS!!
,1Ba,3BR,42.004631,https://chicago.craigslist.org/chc/apa/d/chicago-great-3-bedroom-1-bath-rehab-in/6828559677.html,-87.663956,,Feb 26,6828559677,$1750,Great 3 Bedroom 1 Bath Rehab w IN UNIT LAUNDRY!!!!
616,1Ba,0BR,41.872100,https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-brand-new-building/6806974110.html,-87.657800,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6806974110,$2169,SOUTH LOOP BRAND NEW BUILDING. 31ST FLOOR STUDIO WITH IN UNIT W/D.
,1Ba,1BR,41.945632,https://chicago.craigslist.org/chc/apa/d/chicago-sail-into-your-new-1-bedroom/6823157467.html,-87.646454,,Feb 26,6823157467,$1350,Sail Into Your New 1 Bedroom Apartment . Belmont Harbor
,1Ba,0BR,41.946832,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-studio-apartment/6818388776.html,-87.676355,,Feb 26,6818388776,$1081,Stunning Studio Apartment A Stone's Throw from the Lake
,1Ba,1BR,41.904032,https://chicago.craigslist.org/chc/apa/d/chicago-wonderful-one-bed-apartment/6816634122.html,-87.628653,,Feb 26,6816634122,$1775,Wonderful One Bed Apartment Walking Distance from Old Town.
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-buena-park-heat/6806980363.html,-87.657500,,Feb 26,6806980363,$845,Studio in Buena Park! Heat & cooking gas included- Walk to Red Line
,1Ba,1BR,41.940332,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-one-bed-flat-close-by/6818388753.html,-87.639854,,Feb 26,6818388753,$1367,Beautiful One Bed Flat Close By Cultural Boystown
,1Ba,1BR,41.940332,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-one-bed-flat-close-by/6816634145.html,-87.639854,,Feb 26,6816634145,$1367,Beautiful One Bed Flat Close By Cultural Boystown
,1Ba,2BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-2br-in-west-ridge-heat-included/6808568261.html,-87.662900,,Feb 26,6808568261,$1250,2BR IN WEST RIDGE- HEAT INCLUDED- PETS OK- NO DEPOSIT
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-2br-15-bath-in-rogers-park/6808511145.html,-87.668900,,Feb 26,6808511145,$1495,2BR 1.5 BATH IN ROGERS PARK! MODERN KITCHEN & BATH- PET FRIENDLY
,1Ba,2BR,41.961918,https://chicago.craigslist.org/chc/apa/d/chicago-laundry-in-unit-walk-to-the-red/6808494547.html,-87.663894,,Feb 26,6808494547,$1700,LAUNDRY IN-UNIT!! WALK TO THE RED-LINE!! MASSIVE 2BED/1BATH!!
800,1Ba,1BR,41.761065,https://chicago.craigslist.org/chc/apa/d/chicago-chatham-1-bed-near-74th-and/6828559841.html,-87.615197,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,laundry on site",Feb 26,6828559841,$865,CHATHAM 🥔🥩1 BED NEAR 74TH AND KING DRIVE $865 SEE HERE
,,,41.941298,https://chicago.craigslist.org/chc/apa/d/chicago-1135-newly-remodeled-lakeview/6823421600.html,-87.641502,,Feb 26,6823421600,$1135,$1135 NEWLY REMODELED Lakeview East Studio
,1Ba,1BR,41.900800,https://chicago.craigslist.org/chc/apa/d/chicago-1-month-rent-free-updated-new/6808543638.html,-87.652800,,Feb 26,6808543638,$2195,"1 month rent free, updated, new building, balcony, pet friendly"
,1Ba,3BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-1-month-rent-free-pets-allowed/6808474750.html,-87.657500,,Feb 26,6808474750,$1600,"1 month rent free, pets allowed, parking available, lots of space"
,1Ba,0BR,41.762000,https://chicago.craigslist.org/chc/apa/d/chicago-private-beach-and-unobstructed/6808543809.html,-87.570300,,Feb 26,6808543809,$725,"Private Beach, and unobstructed Lake & Downtown Views."
,1Ba,0BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-walk-to-red-line-irving-and/6808511271.html,-87.657500,,Feb 26,6808511271,$1052,WALK TO RED-LINE!! IRVING AND SHERIDAN!!
,1Ba,2BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-pulaski-and-fullerton-newly/6808506570.html,-87.704300,,Feb 26,6808506570,$1400,PULASKI AND FULLERTON!! NEWLY REMODELED BUILDING!! PETS WELCOME!!
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-1br-in-west-ridge-heat-included/6808511213.html,-87.662900,,Feb 26,6808511213,$950,1BR IN WEST RIDGE- HEAT INCLUDED- NO DEPOSIT- PETS OK
,1Ba,2BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-outdoor-patio-gym/6808481653.html,-87.662400,,Feb 26,6808481653,$1495,"pet friendly, outdoor patio, gym, ss appliances"
,2Ba,3BR,41.919432,https://chicago.craigslist.org/chc/apa/d/chicago-3-bd-on-north-southport-2-bath/6828560147.html,-87.663354,,Feb 26,6828560147,$2700,"3 Bd on North Southport, 2 Bath, Dishwasher, Laundry in Building"
,1Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-heat-and-water-included-massive/6825766791.html,-87.668900,,Feb 26,6825766791,$1200,Heat and Water Included!! Massive Living Room!!
,1Ba,0BR,41.990431,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-studio-in-edgewater/6825758369.html,-87.658556,,Feb 26,6825758369,$850,Spacious Studio in Edgewater
,1Ba,1BR,42.030200,https://chicago.craigslist.org/chc/apa/d/evanston-beautiful-1br-in-evanston-heat/6823289292.html,-87.686500,,Feb 26,6823289292,$1150,Beautiful 1BR in Evanston! Heat Included- Modern kitchen- No Deposit
,1Ba,2BR,41.762000,https://chicago.craigslist.org/chc/apa/d/chicago-remodeled-walk-to-the-train/6823265771.html,-87.570300,,Feb 26,6823265771,$1050,REMODELED!! WALK TO THE TRAIN!! LAUNDRY ON-SITE!!
