Date,title,bedrooms,price,neighborhood,has_map,has_pics
Feb 10,3 Bedroom Lakeview Apt for Rent," -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Nice location near Loyola Univ, 2 blocks from train & Lake Michigan","
                    2br -
                    1000ft",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent," -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Amazing location near Loyola Univ, 2 blocks from train & Lake Michigan","
                    3br -
                    1500ft",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
Feb 10,✿ NEWLY RENOVATED Lakeview studio - granite/stainless - W/D IN UNIT," -
                ",$1325, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,"24-hour laundry center in every building, Gas range, Dishwasher","
                    3br -
                    1200ft",$1341," (Schaumburg, Hoffman Estates, Hanover Park, Streamwood, Barri)",map,"
                "
Feb 10,"New custom cherry kitchen cabinets, No security deposit, Dishwasher"," -
                ",$1171, (Mount Prospect),map,"
                    pic
                    "
Feb 10,Great room with vaulted ceiling: $650 | 1 Beds | 1 Baths |,"
                    1br -
                ",$650," (Chicago, IL)",map,"
                "
Feb 10,✿ BEAUTIFUL East Lakeview studio - granite/stainless - HEAT INCLUDED!,"
                    1br -
                ",$1250, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿  NICELY UPDATED Lakeview studio - separate kitchen - dishwasher,"
                    1br -
                ",$1150, (Chicago - Lakeview),map,"
                "
Feb 10,✿  UPDATED Lakeview studio by the el - dishwasher - separate kitchen,"
                    2br -
                    960ft",$1120, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,Gorgeous Gourmet Kitchen Ready to Rent!," -
                ",$2344, (Chicago),map,"
                "
Feb 10,✿ UPDATED Lakeview studio by the el - granite/stainless - dishwasher,"
                    1br -
                    680ft",$1020, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,Fitness luxury in printer's row-3 bed+DEN TOWNHOME- live the FIT life!," -
                ",$6668, (south loop/printer's row/columbus/target),map,"
                "
Feb 10,Renovated North Center 2BD Apt steps from Brown Line! SS Appliances!,"
                    1br -
                ",$1595, (North Center),map,"
                    pic
                    "
Feb 10,"Amazing location near Loyola Univ, 2 blocks from train & Lake Michigan"," -
                ",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                    pic
                    "
Feb 10,"Loft Living,1B/1B,DW,Huge Closets,Grills,Hot Tub,Nightlife, CTA","
                    2br -
                    1000ft",$1850, (Chicago - Old Town),map,"
                "
Feb 10,Quality River North 2 Bedroom with Private Outdoor Space," -
                ",$3330, (River North),map,"
                    pic
                    "
Feb 10,NEW Renovated Lakeview Studio w/Gas Incld. Near Purple/Brown lines!,"
                    3br -
                    1500ft",$1150, (Lakeview),map,"
                "
Feb 10,"Updated 3 Bed/ 2 Bath In Albany Park; In-Unit Laundry, Cats OK!!"," -
                ",$1800, (Chicago - Albany Park),map,"
                    pic
                    "
Feb 10,♗ A Private Light-filled Home With Wonderful Back Yard Appeal ♗,"
                    2br -
                    1000ft",$513, (Lakeview),map,"
                "
Feb 10,Renovated Lakeview Studio w/CG Incld. Near Purple/Brown lines!," -
                ",$1150, (Forest Park),map,"
                    pic
                    "
Feb 10,"**** Large 1 bedroom, Block from Forest Park Blue Line Station","
                    2br -
                    1000ft",$975," (Chicago, Northside Chicago, Rogers Park , Evanston,  1 Blk L)",map,"
                "
Feb 10,A Large Steller Remodled Vintage Apt Heat Inc AC In Unit Laundry 3/1," -
                ",$2200, (La Salle and Division),map,"
                    pic
                    "
Feb 10,Old Town /Gold Coast Gorgeous Studio,"
                    1br -
                ",$1448, (Uptown),map,"
                "
Feb 10,Modern 1BD1.5B apt in Uptown w/ In Unit Laundry. Steps to Red/Purple lines!,"
                    2br -
                    1195ft",$2255," (East Rogers Park, Rogers Park, Chicago , Near Evanston, 1 BL)",map,"
                    pic
                    "
Feb 10,Huge Apt New Kitchen& 2BA Inc Heat In-unit Laundry + Evan More," -
                ",$2200, (Lakeview),map,"
                "
Feb 10,Massive 3BD2B apt in Lakeview w/ Heat Included. Steps to Lake  Red line!,"
                    3br -
                ",$2200, (Chicago - Logan Square),map,"
                    pic
                    "
Feb 10,"Large 3 Bed In Logan Square, Pets OK!","
                    3br -
                ",$1895, (1326 W. Diversey),map,"
                "
Feb 10,Trendy building 3 bed 2.5 PENTHOUSE in south loop,"
                    1br -
                    764ft",$6505, (South Loop/ columbus),map,"
                "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING," -
                ",$1295, (DARIEN),map,"
                    pic
                    "
Feb 10,"South Loop loft 1 BED- FREE internet and $1,000 gift card!","
                    3br -
                ",$1995, (south loop/ target/ red line),map,"
                "
Feb 10,"CONVERTIBLE- Lakeshore East living at it's best, tucked away","
                    2br -
                ",$1750, (lakeshore east/ maggie daley),map,"
                    pic
                    "
Feb 10,Printer's Row 1 bed 1.5 bath- heart of the south loop!,"
                    3br -
                ",$1887, (south loop/ printer's row/ columbus),map,"
                "
Feb 10,"1 bed w/Spa-like feeling in beautiful new building, close to parks!","
                    2br -
                    1000ft",$2288, (loop/ maggie daley park/ wacker),map,"
                    pic
                    "
Feb 10,printer's Row 2 bed 2 bath- heart of the south loop!," -
                ",$2612, (south loop/printer's row/ Columbus),map,"
                "
Feb 10,South Loop STUDIO!  Great building in the heart of south loop!,"
                    1br -
                ",$1480, (south loop),map,"
                    pic
                    "
Feb 10,"✿  NICE, CLEAN East Lakeview studio for rent - large living space","
                    1br -
                ",$995, (Chicago - East Lakeview),map,"
                "
Feb 10,"Ceramic tile flooring, Varies by unit, Picnic and Barbeque area","
                    1br -
                ",$1324, (Mount Prospect),map,"
                    pic
                    "
Feb 10,Fitness luxury in printer's row- 2 bed + DEN- live the FIT life!,"
                    1br -
                ",$3170, (south loop/printer's row/columbus/target),map,"
                "
Feb 10,"South Loop 1 bed- Harwood floor, stainless, WD in unit","
                    2br -
                ",$1659, (south loop/ target/ red line),map,"
                    pic
                    "
Feb 10,Condo quality and prime walking location! 1 bed w/ balcony!,"
                    1br -
                ",$2315, (west loop),map,"
                "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING,"
                    2br -
                    840ft",$1295, (DARIEN),map,"
                    pic
                    "
Feb 10,"By Randolph Street, 1 bed w/ balcony, walk everywhere!"," -
                ",$2409," (west loop, fulton market, fulton river, gateway)",map,"
                "
Feb 10,"2 Bed 2 Bath in Lakeview w/Balcony, Free Parking & In-Unit W/D","
                    1br -
                ",$2695, (Lakeview),map,"
                    pic
                    "
Feb 10,"Wood flooring, Eat-in kitchens, On-site management","
                    3br -
                    2400ft",$968, (Logan Square),map,"
                "
Feb 10,Great Lakeview 3BD Apt w/ 2 baths  No Sec. Dep. Walk to Brown line!," -
                ",$2225, (Avondale),map,"
                    pic
                    "
Feb 10,"Top Floor, Sunlit 2 Bed/1 Bath in Logan Square!","
                    1br -
                    1185ft",$1250, (Canaryville),map,"
                "
Feb 10,Gorgeous 2 Bed/1 Bath in Avondale - GR/SS/DW - Pet Friendly," -
                ",$1495, (Chicago - Lincoln Park),map,"
                    pic
                    "
Feb 10,Gorgeous Canaryville 3 Bed/2 Bath - Your Future Home!!,"
                    3br -
                    2400ft",$1675, (Lakeview),map,"
                "
Feb 10,Condo quality and prime walking locale! 2 bed /2 bath w/ balcony!,"
                    2br -
                ",$3045, (west loop),map,"
                    pic
                    "
Feb 10,"University Village, lives like a private home w/ POOL, MEDIA ROOM,","
                    1br -
                ",$1950," (university commons, university village, pilsen)",map,"
                "
Feb 10,"Stunning building 1 bed- 1 mo FREE- amenity overload, bowling!!","
                    1br -
                ",$2067, (south loop),map,"
                    pic
                    "
Feb 10,"New Building in West Loop, STUDIO in full amenity building","
                    2br -
                    1000ft",$2220, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING," -
                ",$1295, (DARIEN),map,"
                    pic
                    "
Feb 10,"Steps to Randolph Street, STUDIO, walk everywhere!","
                    1br -
                ",$2153," (west loop, fulton market, fulton river, gateway)",map,"
                "
Feb 10,"Vintage/Reno 2B/1B WD,HW,Free Storage,Parking $75, Costco"," -
                ",$2000, (West Foster/NorthWolcott),map,"
                    "
Feb 10,Renovated Lakeview Studio w/Gas Incld. Near Purple/Brown lines!,"
                    3br -
                ",$1120, (West Town),map,"
                "
Feb 10,2 Bedroom (NEW CONSTRUCTION!!!) Andersonville,"
                    3br -
                ",$2500, (Lombard),map,"
                    pic
                    "
Feb 10,Updated 2 Bedroom 2 Bath Condo in West Town!,"
                    2br -
                    1200ft",$1600," (Chicago, Chicago Northside North East Rogers Park, Rogers Pa)",map,"
                "
Feb 10,1 Bedroom Condo for Rent - Downtown Lombard," -
                ",$1100, (2622 N. Rockwell),map,"
                    pic
                    "
Feb 10,No Deposit 3+bd 2Bath Vintage Apt Lots of Space Remodel To Studs 3/1,"
                    350ft",$2200, (Mt. Prospect),map,"
                "
Feb 10,Gorgeous 2 Bed in Logan Square w/ New Kitchen & Bath + In-Unit Laundry," -
                ",$1795, (Lakeview),map,"
                    pic
                    "
Feb 10,"3br House-Downtown Mount Prospect-Walk to Metra, School District 57","
                    3br -
                ",$1950, (Washington Park),map,"
                "
Feb 10,NEW Renovated 2BD apt in Lakview w/ Heat Included. Steps to Red line!,"
                    2br -
                    800ft",$1679, (South Shore),map,"
                    pic
                    "
Feb 10,"4BR1B APT OFFER SO GOOD, YOU CAN'T LOSE! W/HEAT INCL/PETS OK"," -
                ",$1145, (East Rodgers Park Evanston North Chicago Lake),map,"
                "
Feb 10,SLEEK STUDIO 4 RENT W/WOOD FLOORS/SEC 8 OK/PETS OK💸,"
                    2br -
                    1100ft",$550, (South Austin),map,"
                    pic
                    "
Feb 10,Look You Could Live In This Gorgeous New 2BA Rehabed Apt No Deposit," -
                ",$2200, (Lakeview),map,"
                "
Feb 10,💘3BR2B @ A SWEET VALUE PRICE!💘W/HEAT INCL/HIGH-END FINISHES,"
                    3br -
                    1400ft",$1450, (South Austin),map,"
                    pic
                    "
Feb 10,Updated 1BD Apt. in Lakeview w/ Heat  Cooking Gas Incl. Near Lake Shore!," -
                ",$1325, (Chicago Lawn),map,"
                "
Feb 10,WINTER CAN BE RUFF🐶2BR1B W/WIFI INCL/PETS OK🐱,"
                    2br -
                ",$970, (River North),map,"
                    pic
                    "
Feb 10,"❄ Lombard apartment for rent, Balcony or Patio, Marble Countertops","
                    2br -
                    1600ft",$1690, (Evanston 60202),map,"
                "
Feb 10,🛑STOP SCROLLING🛑CLICK HERE! 1BR1B W/HEAT INCL/EAT-IN KITCHEN," -
                ",$680, (2319 N. Southport),map,"
                    pic
                    "
Feb 10,"West Loop STUDIO, floor to ceiling windows, Randolph St and Loop","
                    2br -
                ",$1851, (fulton market),map,"
                    pic
                    "
Feb 10,Charming 1BD Apt in Lakeview w/ Dishwasher. Walk to Brown/Red/Purple line!,"
                    2br -
                ",$1275, (Lakeview),map,"
                "
Feb 10,Prime River North Location,"
                    1br -
                ",$3475, (River North),map,"
                    pic
                    "
Feb 10,West Loop 1 bed /1 bath w/ floor to ceiling windows,"
                    2br -
                    1000ft",$2096," (fulton market, west loop, loop, gateway)",map,"
                "
Feb 10,1 Bed 1.5 Bath with River Views. 2 Months FREE!," -
                ",$1625, (ALGONQUIN),map,"
                    pic
                    "
Feb 10,LARGE DINING AREA ~ OPEN FLOORPLAN ~ 1 BD CHICAGO $2365,"
                    1br -
                ",$2365, (Chicago IL 60610),map,"
                "
Feb 10,"West Loop 2 bed w/ floor to ceiling windows, Randolph St & Loop","
                    2br -
                    1180ft",$2695," (fulton market, fulton river, west loop, gateway)",map,"
                    pic
                    "
Feb 10,"Elegance in River North, CONDO FINISHES 1 bed w/ balcony!"," -
                ",$2380, (river north/ groupon),map,"
                "
Feb 10,"Large 1 bed w/ Balcony, WD, Pool, Gym, running track, Pets Ok!","
                    1br -
                ",$2208, (RiverNorth),map,"
                    pic
                    "
Feb 10,"2/2 with balcony, WD, Pool, Gym, running track, Pets Ok!","
                    1br -
                    1087ft",$3402, (RiverNorth),map,"
                "
Feb 10,"Heart of river north, walk to Merchandise Mart STUDIO"," -
                ",$1880, (river north/ loop/ merchandise mart/ East bank),map,"
                    pic
                    "
Feb 10,Charming Gold Coast Studio Apt w/ Heat  CG Included. Steps to Red Line!,"
                    1br -
                ",$1240, (Gold Coast),map,"
                "
Feb 10,"Heart of river north, walk to Merchandise Mart CONVERTIBLE","
                    2br -
                ",$1985, (river north/ merchandise Mart/ Loop),map,"
                    pic
                    "
Feb 10,"Heart of river north, walk to Merchandise Mart 2 bed/2 bath w/ balcony","
                    1br -
                ",$2940, (river north/ merchandise Mart/ Loop),map,"
                "
Feb 10,Trendy 2 bed 2 bath building in West Loop near UIC!,"
                    1br -
                ",$3885, (west loop),map,"
                    pic
                    "
Feb 10,"New Building in West Loop, 2 bed 2 bath in full amenity building","
                    2br -
                ",$2515, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                "
Feb 10,"New Building in West Loop, STUDIO in full amenity building","
                    1br -
                ",$1730, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                    pic
                    "
Feb 10,Condo quality CONVERTIBLE and prime walking location!,"
                    2br -
                ",$2031, (west loop),map,"
                "
Feb 10,Renovated 2BD apt in Lakeview w/ In Unit Laundry. Walk to Metra!,"
                    2br -
                ",$1990, (Lakeview),map,"
                    pic
                    "
Feb 10,FULLY FURNISHED 2 Bed 2 Bath New Smart Condo Reserved Garage Parking,"
                    2br -
                ",$2800, (South Loop),map,"
                "
Feb 10,1 Bed in Uptown w/ All New Finishes & In-Unit Laundry!  No Deposit!,"
                    1br -
                ",$1600, (817 W. Lakeside),map,"
                    pic
                    "
Feb 10,BRAND NEW Renovated Lakeview Studio Apt. Steps to Red Line.,"
                    2br -
                ",$1195, (Lakeview),map,"
                "
Feb 10,Perrie Grove Apartments,"
                    2br -
                    1000ft",$1050, (elk grove),map,"
                    pic
                    "
Feb 10,Two Bedroom/Easy Commute /Granite Countertops/Spacious Layout," -
                ",$2650, (Chestnut and Clark),map,"
                "
Feb 10,Fantastic One Bed Condo with In-Unit Laundry!,"
                    2br -
                    910ft",$1800, (Chicago - Humboldt Park),map,"
                "
Feb 10,3 Br Evanston Property Available $1335," -
                ",$1335, (Uptown),map,"
                    pic
                    "
Feb 10,"Neutral-colored walls, New countertops, Brand new black appliances","
                    1br -
                ",$1520, (Chicago),map,"
                "
Feb 10,"Top Floor 2 Bed 2 Bath w/ Roof Deck, Parking & Gorgeous Finishes","
                    3br -
                    2400ft",$3500, (Chicago),map,"
                    pic
                    "
Feb 10,Update 3 Bed 2 Bath Near Humboldy Park; In-Unit Laundry! Parking!," -
                ",$2600, (Chicago),map,"
                "
Feb 10,Renovated Uptown 2BD2B apt w/ In Unit Laundry. Steps to Red/Purple lines!,"
                    2br -
                    960ft",$2855, (Chicago),map,"
                    pic
                    "
Feb 10,Renovated 2BR/1BA in Albany Park! (4927 N. Kedzie #3E)," -
                ",$1300, (Chicago),map,"
                "
Feb 10,2 Bed / 1 Bath In great North Center location! (3719 N. Leavitt #2),"
                    3br -
                    2000ft",$1700, (Chicago),map,"
                    pic
                    "
Feb 10,2 Bed / 1 Bath In great North Center location! (3719 N. Leavitt #2)," -
                ",$1700, (Chicago - River North),map,"
                "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    2br -
                ",$1575, (Chicago),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    4br -
                    1200ft",$1575, (Chicago),map,"
                "
Feb 10,"1 BR For Rent - Logan Square - $1,200 / a month"," -
                ",$1200, (78th Hoyne Avenue),map,"
                    pic
                    "
Feb 10,2 Bed / 1 Bath Apt Steps from Wrigley Field! (1122 W. Patterson #2),"
                    350ft",$1575, (South Loop),map,"
                "
Feb 10,"RN Cool Convertible,HW,WD,Pool,Grills,Media Lounge,CTA Whole Foods"," -
                ",$1922, (Chicago),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    3br -
                    2400ft",$1575, (78th Laflin),map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent,"
                    1br -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,March 1 Look You Could Live In This Gorgeous 3BD/2BA Rehabed Apt,"
                    2br -
                    850ft",$2200, (East Rodgers Park Evanston North Chicago Lake),map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent," -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Nice location near Loyola Univ, 2 blocks from train & Lake Michigan","
                    2br -
                ",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent,"
                    3br -
                    1500ft",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Nice location near Loyola Univ, 2 blocks from train & Lake Michigan"," -
                ",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent,"
                    3br -
                    2400ft",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Amazing location near Loyola Univ, 2 blocks from train & Lake Michigan"," -
                ",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
Feb 10,"Amazing location near Loyola Univ, 2 blocks from train & Lake Michigan","
                    3br -
                    1500ft",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                    pic
                    "
Feb 10,"Loft Living,1B/1B,DW,Huge Closets,Grills,Hot Tub,Nightlife, CTA"," -
                ",$1850, (Chicago - Old Town),map,"
                "
Feb 10,Quality River North 2 Bedroom with Private Outdoor Space,"
                    2br -
                    1000ft",$3330, (River North),map,"
                    pic
                    "
Feb 10,NEW Renovated Lakeview Studio w/Gas Incld. Near Purple/Brown lines!," -
                ",$1150, (Lakeview),map,"
                "
Feb 10,"Updated 3 Bed/ 2 Bath In Albany Park; In-Unit Laundry, Cats OK!!","
                    3br -
                    1500ft",$1800, (Chicago - Albany Park),map,"
                    "
Feb 10,♗ A Private Light-filled Home With Wonderful Back Yard Appeal ♗," -
                ",$513, (Lakeview),map,"
                "
Feb 10,Renovated Lakeview Studio w/CG Incld. Near Purple/Brown lines!,"
                    2br -
                    1000ft",$1150, (Forest Park),map,"
                    pic
                    "
Feb 10,"**** Large 1 bedroom, Block from Forest Park Blue Line Station"," -
                ",$975," (Chicago, Northside Chicago, Rogers Park , Evanston,  1 Blk L)",map,"
                "
Feb 10,A Large Steller Remodled Vintage Apt Heat Inc AC In Unit Laundry 3/1,"
                    3br -
                    1500ft",$2200, (La Salle and Division),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N)," -
                ",$1575, (Chicago),map,"
                    pic
                    "
Feb 10,Classic Gresham Brick Flat,"
                    3br -
                    1350ft",$1400, (Chicago),map,"
                "
Feb 10,"2 BD and 2BA, Programmable thermostats, Private park"," -
                ",$2997, (Chicago),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    1br -
                ",$1575, (Chicago),map,"
                "
Feb 10,High-End Auburn Gresham Studio ! ! ! !,"
                    2br -
                    750ft",$650, (4651 N. Wolcott),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N)," -
                ",$1575, (3900 W. Lexington),map,"
                "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    3br -
                    1176ft",$1575, (80th Justine Avenue),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N)," -
                ",$1575, (3900 W. Lexington),map,"
                "
Feb 10,1 Bed/ 1 Bath gut 2014 Rehab/Dog friendly (2215 W. Shakespeare Garden),"
                    1br -
                    550ft",$1500, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,New Gut Rehab 2 Bed w/ In-Unit Laundry & No Deposit!," -
                ",$1895, (Chicago - Lakeview),map,"
                "
Feb 10,Homan Square Four Bedroom Lexington Greystone,"
                    1br -
                ",$1250, (Chicago - Logan Square),map,"
                    pic
                    "
Feb 10,Auburn Gresham Three Bedroom Apartment { $500 Move-In Fee },"
                    3br -
                ",$950, (Chicago - Lincoln Park),map,"
                "
Feb 10,Homan Square Four Bedroom Lexington Greystone,"
                    3br -
                    1200ft",$1250, (Chicago - Ravenswood),map,"
                    pic
                    "
Feb 10,"Large East Lakeview 1 Bed, Updated"," -
                ",$1325, (Chicago),map,"
                "
Feb 10,Great 2 Bedroom Garden - Great Lakeview Location,"
                    2br -
                    1200ft",$1495, (Chicago - Lincoln Park),map,"
                    pic
                    "
Feb 10,Modern 2 Bed w/ In-Unit WD & Central Air - Logan Square," -
                ",$1795, (Chicago - Ravenswood),map,"
                "
Feb 10,Gorgeous 2 Bed Garden w/ Laundry in-unit & All Modern finishes,"
                    3br -
                ",$2200, (Chicago - Ravenswood),map,"
                    pic
                    "
Feb 10,Large Vintage 1 Bed w/ Living Room & Dining Room Plus Free Heat!,"
                    2br -
                    1545ft",$1250, (Southport Corridor),map,"
                "
Feb 10,Old Town /Gold Coast Gorgeous Studio," -
                ",$1448, (Uptown),map,"
                "
Feb 10,Modern 1BD1.5B apt in Uptown w/ In Unit Laundry. Steps to Red/Purple lines!,"
                    2br -
                    1000ft",$2255," (East Rogers Park, Rogers Park, Chicago , Near Evanston, 1 BL)",map,"
                    pic
                    "
Feb 10,Huge Apt New Kitchen& 2BA Inc Heat In-unit Laundry + Evan More," -
                ",$2200, (Lakeview),map,"
                "
Feb 10,Massive 3BD2B apt in Lakeview w/ Heat Included. Steps to Lake  Red line!,"
                    2br -
                    1000ft",$2200, (Chicago - Logan Square),map,"
                    pic
                    "
Feb 10,"Large 3 Bed In Logan Square, Pets OK!"," -
                ",$1895, (1326 W. Diversey),map,"
                "
Feb 10,"2 Bed 2 Bath in Lakeview w/Balcony, Free Parking & In-Unit W/D","
                    1br -
                ",$2695, (Lakeview),map,"
                    pic
                    "
Feb 10,"Wood flooring, Eat-in kitchens, On-site management","
                    2br -
                    1195ft",$968, (Logan Square),map,"
                "
Feb 10,Great Lakeview 3BD Apt w/ 2 baths  No Sec. Dep. Walk to Brown line!," -
                ",$2225, (Avondale),map,"
                    pic
                    "
Feb 10,"Top Floor, Sunlit 2 Bed/1 Bath in Logan Square!","
                    3br -
                ",$1250, (Canaryville),map,"
                "
Feb 10,Gorgeous 2 Bed/1 Bath in Avondale - GR/SS/DW - Pet Friendly,"
                    3br -
                ",$1495, (Chicago - Lincoln Park),map,"
                    pic
                    "
Feb 10,Gorgeous Canaryville 3 Bed/2 Bath - Your Future Home!!,"
                    1br -
                ",$1675, (Lakeview),map,"
                "
Feb 10,"Vintage/Reno 2B/1B WD,HW,Free Storage,Parking $75, Costco","
                    3br -
                    2400ft",$2000, (West Foster/NorthWolcott),map,"
                    pic
                    "
Feb 10,Renovated Lakeview Studio w/Gas Incld. Near Purple/Brown lines!," -
                ",$1120, (West Town),map,"
                "
Feb 10,2 Bedroom (NEW CONSTRUCTION!!!) Andersonville,"
                    1br -
                    1185ft",$2500, (Lombard),map,"
                    pic
                    "
Feb 10,Updated 2 Bedroom 2 Bath Condo in West Town!," -
                ",$1600," (Chicago, Chicago Northside North East Rogers Park, Rogers Pa)",map,"
                "
Feb 10,Spacious Modern 2 Bed / 1 Bath w/ Heat Inc.," -
                ",$1950, (Chicago - Ravenswood),map,"
                    pic
                    "
Feb 10,2714 WAYNE 3BR - Modern 3 bed / 2 Bath at Wayne near Diversey,"
                    2br -
                ",$3400, (Chicago - Lakeview),map,"
                "
Feb 10,Top Floor Ravenswood Modern 1 Bed w/ WD in Unit & Central Air!,"
                    2br -
                ",$1675, (Chicago - Budlong Woods),map,"
                    pic
                    "
Feb 10,TOP FLOOR MODERN REHABBED 2 Bed w/ FREE HEAT - Foster & Damen,"
                    2br -
                ",$1600, (Chicago - North Center),map,"
                "
Feb 10,Southport Ave ~ Nice 2BR just off Southport - Available April 1st,"
                    2br -
                ",$1850, (Chicago - Roscoe Village),map,"
                    pic
                    "
Feb 10,1 Bedroom Condo for Rent - Downtown Lombard,"
                    3br -
                    2400ft",$1100, (2622 N. Rockwell),map,"
                    pic
                    "
Feb 10,No Deposit 3+bd 2Bath Vintage Apt Lots of Space Remodel To Studs 3/1," -
                ",$2200, (Mt. Prospect),map,"
                "
Feb 10,Gorgeous 2 Bed in Logan Square w/ New Kitchen & Bath + In-Unit Laundry,"
                    3br -
                ",$1795, (Lakeview),map,"
                    pic
                    "
Feb 10,"3br House-Downtown Mount Prospect-Walk to Metra, School District 57","
                    3br -
                ",$1950, (Washington Park),map,"
                "
Feb 10,NEW Renovated 2BD apt in Lakview w/ Heat Included. Steps to Red line!,"
                    2br -
                    1200ft",$1679, (South Shore),map,"
                    pic
                    "
Feb 10,"4BR1B APT OFFER SO GOOD, YOU CAN'T LOSE! W/HEAT INCL/PETS OK"," -
                ",$1145, (East Rodgers Park Evanston North Chicago Lake),map,"
                "
Feb 10,SLEEK STUDIO 4 RENT W/WOOD FLOORS/SEC 8 OK/PETS OK💸,"
                    350ft",$550, (South Austin),map,"
                    pic
                    "
Feb 10,Look You Could Live In This Gorgeous New 2BA Rehabed Apt No Deposit," -
                ",$2200, (Lakeview),map,"
                "
Feb 10,Affordable 2bd W/In Unit Laundry! Central Heat! Large Floorplan!,"
                    2br -
                ",$1200, (Horner Park/Irving Park),map,"
                    pic
                    "
Feb 10,"Ravenswood 2 Bed, brand new renovation","
                    2br -
                ",$1850, (Ravenswood),map,"
                "
Feb 10,"Spacious, renovated 1 bed in North Center","
                    1br -
                ",$1450, (North Center),map,"
                    pic
                    "
Feb 10,"Large Logan Square 2 Bed w/stunning fireplace, HWF & SSApps","
                    2br -
                ",$1795, (Logan Square),map,"
                "
Feb 10,1 MONTH FREE~ 2 BED Reno Lincoln Park~In Unit~Pets OK! Must See!,"
                    2br -
                ",$2012, (Lakeview),map,"
                    pic
                    "
Feb 10,Gold Coast studio~ pet friendly~Storage~Laundry,"
                    2br -
                ",$1395, (Gold Coast),map,"
                "
Feb 10,Spacious 2 Bed in Lakeview ~ Natural Light~B-Line,"
                    1br -
                ",$1595, (Lakeview),map,"
                    pic
                    "
Feb 10,"Large one bedroom, great Lakeview Location!","
                    2br -
                ",$1430, (Lakeview),map,"
                "
Feb 10,Spacious 2 Bed in Lakeview ~ Natural Light~B-Line,"
                    2br -
                ",$1495, (Lakeview),map,"
                    pic
                    "
Feb 10,Spacious 2 Bed in Lakeview ~ Natural Light~B-Line,"
                    2br -
                ",$1495, (Lakeview),map,"
                "
Feb 10,Spacious 2 Bed in Lakeview,"
                    1br -
                ",$1495, (Lakeview),map,"
                    pic
                    "
Feb 10,Large studio in Lincoln Park...Just pay Electric (Actual Pics),"
                    1br -
                ",$1075, (Lincoln Park),map,"
                "
Feb 10,One bed in Ravenswood near the Metra and Marianos,"
                    1br -
                ",$1325, (Ravenswood),map,"
                    pic
                    "
Feb 10,"Heat included, 1 bed in Lincoln Square","
                    2br -
                ",$1350, (Lincoln Square),map,"
                "
Feb 10,Spacious 1 bed with central AC and dishwasher,"
                    2br -
                ",$1350, (Ravenswood),map,"
                    pic
                    "
Feb 10,Large Renovated Duplexed apartment,"
                    1br -
                    950ft",$2500, (Bucktown),map,"
                "
Feb 10,"Rehabbed kitchen, heat included just off Winnemac Park"," -
                ",$1450, (Lincoln Square),map,"
                    pic
                    "
